# 29791 Non Detached configurations
# Column [0-14]: Kirigami structure, '1': intact, '0': cut
# Column 15: Yield strain 
# Column 16: Toughness (integration stress-strain curver up to yield point)
# Column 17: Yield stress
0 1 1 0 0 1 0 0 0 1 0 0 0 1 0  0.9888 12.3341 23.0307
1 0 0 0 1 1 1 0 1 1 0 1 1 0 1  0.3305 10.2584 47.3307
1 1 1 1 1 1 0 0 1 1 0 0 1 0 1  0.3123 9.0565 48.4798
1 1 0 0 1 1 1 1 1 1 1 1 0 0 1  0.3029 14.0478 73.4461
0 0 0 1 1 1 1 1 0 0 0 1 1 1 1  0.4241 6.5738 24.6625
1 1 0 0 1 0 1 0 1 1 1 0 1 0 1  0.3371 11.7558 55.7974
1 0 1 1 1 1 1 1 1 0 1 0 1 1 1  0.3075 15.1216 77.1523
1 1 0 1 1 0 1 0 0 1 0 1 0 1 1  0.2931 9.5319 51.1985
1 1 0 0 1 0 1 0 1 1 1 1 1 1 1  0.2711 9.7353 59.5339
1 1 0 0 0 0 1 0 0 1 1 1 0 0 1  0.2776 4.9956 31.0658
0 0 1 0 1 0 0 0 1 1 0 1 1 1 0  0.3362 6.8778 34.1628
0 1 1 0 1 0 0 1 1 0 0 0 1 1 0  0.3409 10.2032 47.2947
0 1 1 0 1 0 0 1 1 0 1 1 0 0 0  0.3485 4.2835 20.0548
1 0 1 0 0 1 1 1 0 0 1 0 0 1 0  0.3007 7.4346 39.3401
0 1 0 1 1 0 1 1 0 1 1 0 0 1 0  0.2984 7.2478 40.5938
1 0 0 1 1 0 0 0 0 1 0 1 0 0 0  0.9553 7.9748 14.3554
1 1 1 0 0 1 0 1 0 1 1 0 1 0 0  0.3220 10.5734 50.9299
0 1 1 0 1 1 0 0 0 1 0 0 1 0 0  0.7867 11.7554 23.4190
0 0 0 0 1 0 1 1 1 0 1 0 1 1 1  0.3792 5.3478 22.1780
0 1 1 0 0 1 1 0 0 0 0 1 0 1 0  0.3290 5.9835 29.2198
1 1 1 1 0 1 1 0 0 0 0 0 0 1 0  0.6293 6.8314 18.0905
1 1 0 0 0 1 0 0 1 0 0 1 1 1 0  0.6868 15.7188 32.0462
1 1 1 1 1 1 0 0 1 1 0 0 1 1 1  0.2396 7.3201 56.1577
0 0 0 1 0 0 0 1 0 0 0 1 0 1 1  0.4368 5.3222 19.5494
0 1 1 0 1 1 1 1 1 1 1 1 1 1 1  0.2990 14.7388 88.9822
0 0 1 1 1 0 0 0 1 1 1 1 0 1 1  0.2560 7.0634 50.2568
0 0 0 1 1 1 1 0 1 1 1 1 1 1 0  0.3864 10.9763 45.1077
1 1 1 0 0 0 0 1 0 1 0 0 0 1 1  0.5544 10.6520 29.2166
1 1 0 1 0 1 0 0 1 1 0 0 0 1 0  0.3428 6.3860 30.4365
1 1 1 0 0 1 1 0 1 0 0 0 0 0 1  0.6580 9.3547 21.9877
0 1 1 0 1 0 0 1 1 0 1 0 1 1 1  0.3283 10.3217 52.8573
0 1 0 1 1 1 1 1 1 0 1 0 1 0 1  0.2937 10.0167 57.2494
0 0 1 1 1 0 0 1 1 1 0 1 0 1 1  0.2986 12.0773 67.1950
0 0 1 0 0 1 1 0 0 1 0 0 1 1 0  0.7113 10.6823 22.4891
0 1 1 1 0 1 0 0 0 0 0 0 0 1 1  1.1796 9.1019 14.9038
1 1 0 0 0 1 1 1 1 1 0 1 0 0 1  0.2549 4.9027 31.2693
0 0 0 1 1 0 0 1 0 0 0 1 0 0 0  0.4051 3.7557 15.7916
1 0 1 1 1 1 1 0 1 1 1 1 1 0 0  0.3373 12.5338 58.6374
1 0 0 0 0 0 1 1 1 1 0 1 1 1 1  0.4290 6.8224 25.2259
0 0 0 1 0 0 1 1 1 0 0 0 0 1 0  0.3494 5.9012 25.3424
0 0 1 1 0 0 1 0 0 1 0 1 1 1 1  0.4726 11.6447 35.9833
1 1 0 1 1 1 1 1 1 1 1 0 0 0 0  0.3271 6.9131 32.1093
1 0 1 1 1 1 1 0 1 0 1 1 0 1 1  0.2691 10.6942 67.5633
0 0 1 1 0 0 0 1 0 0 1 1 1 1 1  0.3334 6.5325 30.9759
0 0 0 0 1 0 1 0 0 1 0 1 1 1 1  0.4261 8.7502 29.4455
0 1 0 1 1 0 0 1 0 0 1 0 1 0 1  0.4903 11.1830 35.7993
0 1 1 0 1 1 0 0 0 0 0 1 1 0 0  0.6501 7.6524 18.3166
1 0 1 0 0 0 1 1 1 1 0 1 0 0 0  0.3208 5.8645 34.0039
1 1 1 0 1 0 1 0 0 1 1 0 1 0 1  0.3671 13.1851 57.2679
0 0 1 1 0 0 1 0 0 1 0 0 1 0 1  0.4862 9.8506 31.5171
0 1 0 0 1 1 0 0 1 0 1 1 0 0 1  0.4782 11.5407 37.4775
1 1 0 0 0 0 0 0 0 1 1 1 0 1 1  0.9334 8.5711 16.5164
1 1 0 0 0 0 1 1 1 0 1 1 1 0 1  0.3293 8.3567 42.4228
0 1 1 1 1 1 1 1 1 1 0 1 0 1 0  0.2259 7.3096 54.2484
1 1 0 0 0 1 0 1 1 1 0 1 1 0 1  0.4436 11.2407 38.6443
0 0 1 1 1 0 1 0 0 1 1 1 0 0 1  0.3453 9.5403 42.6622
0 0 1 1 1 0 0 0 0 1 0 1 1 1 1  0.2789 4.7641 27.0870
1 1 1 1 1 0 1 0 1 1 0 1 1 1 0  0.3006 12.2557 64.9701
0 0 0 0 1 1 1 0 0 0 0 1 0 1 0  0.9170 7.1791 14.2543
1 1 0 1 1 0 1 1 0 1 0 1 1 1 1  0.3443 16.5446 73.9458
0 1 1 0 1 0 1 0 0 0 1 0 1 1 0  0.3880 7.8226 33.1301
1 1 0 0 0 1 0 0 0 0 1 0 0 1 0  0.3526 6.2869 27.7117
1 0 0 0 1 0 0 1 0 0 1 1 0 0 0  0.6847 7.5560 18.6463
1 0 1 1 1 1 0 1 0 0 1 1 0 1 0  0.3514 12.1629 55.4150
0 1 0 1 0 0 0 1 0 0 1 1 0 1 0  0.4069 7.6034 31.2563
1 1 1 0 1 1 0 0 0 1 0 0 0 1 0  0.5009 7.9738 24.4541
1 1 1 0 0 1 0 0 0 0 1 1 1 1 1  0.3338 6.5068 30.9067
1 1 0 0 1 1 0 0 1 0 1 0 1 1 0  0.4109 13.6034 49.7791
1 1 0 1 0 0 0 1 1 1 0 0 1 0 0  0.2922 4.9731 28.3128
1 1 1 1 1 0 1 0 0 1 0 0 0 0 1  0.3191 5.6949 28.4899
1 0 0 0 0 0 1 1 1 1 1 0 1 0 0  0.3831 4.3180 17.9927
0 1 0 1 0 1 0 0 1 0 1 1 1 0 0  0.4670 11.0456 35.0969
0 1 1 0 1 0 1 1 0 0 1 0 1 0 1  0.3351 9.7864 48.6334
1 0 1 0 0 0 0 1 0 1 0 1 1 1 0  0.3280 6.6815 33.1149
1 0 0 1 1 1 0 0 1 1 0 1 1 1 1  0.2495 8.7527 62.6665
0 0 1 1 1 0 0 0 0 1 1 0 0 1 0  0.4231 5.5260 20.7597
1 0 0 1 0 0 1 1 1 0 1 0 0 1 0  0.3280 7.6779 38.4263
1 1 1 0 1 1 0 0 0 1 0 1 1 0 1  0.3792 10.7119 44.8259
1 0 1 0 0 0 1 1 1 0 0 0 0 1 0  0.3860 6.2481 24.7975
0 1 1 1 1 1 0 1 0 0 0 1 0 1 0  0.3876 10.0536 42.5292
1 1 0 0 1 0 1 1 1 1 1 0 1 1 0  0.3806 14.0070 58.1616
0 0 1 0 1 1 0 0 1 1 1 1 0 1 0  0.3511 8.1344 39.0546
1 1 1 1 0 0 0 0 0 1 1 0 1 0 1  0.4591 6.8566 23.1688
0 1 1 1 0 1 0 1 0 1 0 1 1 1 1  0.2551 7.6995 52.8063
1 1 0 0 0 0 0 1 1 0 1 1 1 1 1  0.3829 5.9503 25.2246
0 0 0 1 0 0 1 0 0 0 0 0 0 1 1  1.3539 9.1487 12.7063
1 1 1 0 1 1 1 0 1 0 1 0 1 0 0  0.3210 10.8479 53.1400
0 1 0 1 0 0 1 0 0 1 0 0 0 0 1  0.5492 8.5606 23.4833
1 1 0 1 1 1 1 1 0 1 0 1 0 0 1  0.2400 7.6016 54.6784
1 1 0 1 0 1 0 1 1 0 0 0 1 1 1  0.3301 10.0503 49.6815
0 0 1 0 1 0 0 0 1 1 1 0 0 1 0  0.3051 5.3703 29.0587
1 1 1 0 1 1 0 1 1 1 1 1 1 0 0  0.3357 13.2871 61.8023
0 1 1 1 1 1 0 1 1 1 0 1 0 1 1  0.2897 12.7330 73.9347
1 1 1 1 0 1 1 1 0 0 1 1 1 0 0  0.2197 8.5463 74.8837
1 0 0 0 0 0 0 1 0 1 1 1 1 1 1  0.7072 9.1266 20.3494
1 1 0 1 0 0 0 1 0 1 0 0 0 1 1  0.4526 10.2598 34.7138
0 0 1 0 1 1 1 1 0 0 0 1 1 1 1  0.2554 4.7824 32.1324
1 1 1 1 0 0 1 1 0 1 1 0 1 1 0  0.3657 14.0860 61.7459
0 1 1 0 0 1 0 0 1 0 0 1 0 1 0  0.4442 8.7253 31.5479
1 0 1 1 0 0 0 1 1 0 1 1 0 1 0  0.2982 7.6547 44.4448
0 1 0 1 1 0 0 0 1 1 0 0 1 0 0  0.4191 5.7807 21.6274
1 1 0 1 0 0 1 1 1 0 0 1 0 1 0  0.3439 12.4525 56.3221
0 0 0 1 1 1 1 0 1 0 0 0 1 1 1  0.2764 5.1798 30.4855
0 0 0 1 0 0 0 1 1 1 1 1 1 1 0  0.2409 4.2694 28.7751
0 0 0 0 1 1 1 1 0 1 1 1 1 0 1  0.2903 5.0811 29.2289
1 0 1 1 1 0 1 0 1 1 0 0 0 0 1  0.2543 4.5565 28.8337
0 0 0 1 0 0 0 1 1 0 1 0 1 0 1  0.2563 4.0422 26.1083
1 1 1 1 0 0 1 1 0 0 0 0 1 0 1  0.3123 7.5367 57.1478
1 1 0 1 1 0 1 1 0 0 1 1 1 1 1  0.3266 11.4254 72.0888
1 1 0 0 1 1 0 0 1 1 0 1 0 0 1  0.3128 8.0921 43.7479
0 0 0 1 0 1 1 1 0 1 1 0 1 0 1  0.2971 5.2158 30.2231
0 0 1 1 1 1 0 0 0 0 1 1 0 1 1  0.6131 6.9303 18.9619
0 1 0 0 1 0 0 1 1 0 1 1 1 1 1  0.4350 11.6171 40.7295
0 1 0 0 1 0 1 0 1 1 1 0 0 1 1  0.3357 10.5608 48.1405
0 1 1 0 1 0 1 0 0 0 0 1 1 1 1  0.3181 6.1860 31.1742
1 0 1 1 0 1 1 0 0 0 1 1 1 0 0  0.2830 6.8797 39.3661
1 1 1 1 1 1 1 0 0 1 1 0 0 1 0  0.3856 13.2332 52.2543
0 1 1 0 0 1 1 1 1 1 1 1 1 0 1  0.2921 10.7445 62.2229
1 1 1 0 0 1 1 0 1 1 0 0 1 1 1  0.5137 14.6224 41.0020
1 0 0 0 1 0 1 1 1 1 1 0 1 1 1  0.2856 7.6686 43.2704
0 1 1 1 0 0 0 1 1 1 1 1 0 0 1  0.3079 7.4880 43.8705
1 1 0 0 1 0 1 1 0 0 0 1 1 1 1  0.3418 9.3004 45.8426
0 1 1 0 0 1 1 1 0 0 0 0 1 0 0  0.2249 3.6075 26.3673
1 1 0 1 1 0 1 1 0 0 1 0 0 0 1  0.4345 7.9215 29.9268
0 1 1 1 1 0 1 0 0 0 1 0 1 1 1  0.4295 9.5641 36.7103
1 1 1 0 1 1 1 1 0 1 0 1 1 1 0  0.3206 14.7443 74.5068
1 0 1 1 1 0 1 1 1 1 1 1 1 0 1  0.3124 14.9492 75.5442
1 0 0 0 0 0 0 0 0 1 0 0 0 0 1  1.0959 5.6253 11.1226
0 0 0 1 0 0 1 1 0 1 0 0 0 0 1  0.4561 5.7874 19.5111
0 1 1 0 0 1 1 0 1 1 0 1 1 0 0  0.4016 10.7337 41.0683
0 0 0 0 1 0 1 1 0 1 1 1 1 0 0  0.5147 6.4189 21.7360
0 1 1 0 1 1 1 0 0 1 1 1 1 1 1  0.3437 14.3650 64.7238
0 1 1 1 0 1 0 0 1 1 0 1 1 1 1  0.3587 10.9294 47.3496
1 0 0 1 1 1 1 0 1 1 1 0 1 1 0  0.3594 14.8777 61.9683
0 0 1 0 1 1 1 1 0 0 0 1 0 1 0  0.3134 5.7815 30.0200
0 0 1 0 0 1 1 0 0 1 0 0 0 1 0  0.7373 8.2350 20.5546
0 0 0 0 1 0 0 1 1 0 1 1 1 1 1  0.3865 5.6225 24.0772
0 0 0 1 1 0 1 1 1 1 0 1 0 0 1  0.2766 6.3218 36.7075
1 0 0 0 1 1 1 1 0 0 0 0 0 1 0  0.6301 7.1180 18.0931
0 0 1 0 0 1 0 0 0 1 1 1 1 0 1  0.7283 13.1595 29.1996
0 0 0 1 1 0 1 0 0 0 1 0 1 0 1  0.7670 8.4721 18.4535
0 0 0 0 1 0 1 0 0 0 1 0 1 0 0  0.8975 6.1182 12.6445
0 0 1 1 1 1 0 1 0 1 0 0 0 1 1  0.2781 6.6637 39.3708
1 1 0 1 1 1 0 0 0 1 0 1 0 1 0  0.4524 11.4049 38.4816
1 1 0 1 1 1 0 1 1 0 1 0 0 0 1  0.2999 7.8565 42.9120
1 1 1 1 0 1 0 0 0 0 0 1 0 0 0  0.4594 5.9345 19.6786
1 1 1 1 0 0 0 1 0 1 1 0 0 0 1  0.5026 11.1619 35.6429
0 0 1 1 1 0 0 1 1 1 1 0 1 1 0  0.3148 11.0559 56.4473
1 1 1 1 0 0 1 0 0 1 0 1 0 0 1  0.3224 8.9275 44.4029
1 1 1 1 1 0 1 1 0 1 0 1 1 0 1  0.3485 18.5826 81.7833
0 1 1 1 1 1 1 1 0 0 0 0 0 0 1  0.5698 5.7862 17.3477
0 0 0 0 1 1 1 0 0 0 1 0 0 1 1  0.8152 5.3629 13.0197
1 0 1 1 1 1 0 0 0 0 1 1 0 0 0  0.3815 7.3499 29.8045
1 0 0 1 0 0 1 1 0 0 1 0 0 0 0  0.5125 6.0554 18.5900
0 0 1 1 0 0 0 1 0 0 1 0 1 1 0  0.3186 6.2681 31.6109
1 1 1 0 0 0 1 1 0 1 0 1 0 0 1  0.2786 6.3106 38.1308
1 0 1 0 1 0 1 1 0 0 0 1 1 1 0  0.3049 8.4991 46.9353
0 1 1 1 0 0 1 1 0 0 1 0 0 1 0  0.4513 11.2136 36.6393
0 0 1 0 1 1 1 0 0 0 0 1 0 1 1  0.4121 5.2529 20.4474
0 1 0 0 1 1 0 0 0 0 0 0 0 1 0  1.1746 7.9428 12.8056
0 1 0 1 1 0 0 0 1 0 0 1 1 1 0  0.3268 6.7068 32.6820
1 0 1 0 1 1 1 0 0 0 1 0 1 1 1  0.3428 8.3333 39.3981
1 0 1 0 1 1 0 1 1 0 1 1 0 0 1  0.3200 10.7116 55.5878
0 1 1 1 0 1 0 0 0 1 0 0 0 1 1  0.5627 9.0743 24.0405
1 1 1 0 1 0 1 0 1 1 0 0 1 0 0  0.3493 7.2356 44.9898
1 1 1 1 0 1 1 1 0 0 1 1 0 0 1  0.2839 9.5739 58.4578
1 0 1 1 1 0 0 0 1 0 1 1 0 1 1  0.2750 5.6103 35.5910
1 0 0 1 1 0 1 1 0 1 1 0 1 1 0  0.4432 14.8406 50.6922
0 0 0 1 1 1 0 1 0 0 0 0 1 0 1  0.4207 4.9385 18.2719
1 1 0 0 1 0 0 0 1 0 0 1 0 1 1  0.5164 9.5701 27.6983
0 0 0 0 1 0 1 1 0 0 0 1 1 0 0  0.6086 5.5106 15.3283
0 0 0 0 1 0 1 1 0 1 0 1 0 1 1  0.3275 6.1019 28.2959
0 1 1 0 1 0 1 0 0 0 1 1 0 1 1  0.2991 5.9054 34.2080
0 1 0 0 1 1 1 0 0 0 0 0 1 1 1  0.5039 6.7289 19.4862
0 1 0 1 1 1 1 0 0 1 0 1 1 0 1  0.3735 13.8065 54.5234
1 1 0 1 1 0 1 1 0 0 0 0 0 1 0  0.4561 6.4825 22.5004
0 0 1 1 0 1 1 1 0 0 0 1 0 1 1  0.3654 8.0347 36.1587
1 0 0 1 0 1 0 0 0 0 1 1 0 1 0  0.3658 6.7480 28.0447
1 0 0 0 1 1 0 0 0 1 0 0 1 1 0  0.5341 9.7913 28.5286
1 0 1 1 0 0 0 0 1 1 1 0 1 1 0  0.3433 7.0232 32.2076
1 0 0 1 1 0 0 0 0 1 1 0 0 0 0  1.1680 8.0268 13.5054
0 1 1 0 1 1 1 1 0 1 1 1 1 1 0  0.3216 14.1792 74.9081
0 0 0 0 1 0 0 0 0 1 1 0 1 0 1  0.3045 4.6945 24.3825
0 1 0 1 1 1 0 1 0 1 0 0 0 1 0  0.3403 6.3449 30.5539
0 0 0 1 1 0 1 1 1 1 0 1 0 1 0  0.2972 6.9045 38.4912
0 0 1 0 0 1 1 0 0 0 0 0 0 0 1  1.2362 7.7415 12.2984
1 1 0 0 1 1 1 0 1 0 1 1 1 0 0  0.3301 12.7040 60.5248
1 0 1 0 1 1 1 0 1 0 1 1 0 1 0  0.3058 11.7038 64.0051
0 1 0 0 1 1 1 0 0 1 0 0 0 1 0  0.6118 11.6909 27.6344
0 1 1 1 0 1 1 0 1 1 1 0 1 0 0  0.3505 10.2287 47.2191
0 1 0 1 0 1 1 0 1 1 1 0 0 1 0  0.3344 10.4528 49.8873
0 1 1 1 1 0 0 0 0 1 1 0 0 0 1  0.3600 6.5301 28.4164
1 0 0 0 0 1 1 1 0 1 1 0 1 0 0  0.2639 4.2521 26.1376
0 1 0 1 1 0 0 0 1 0 1 0 1 1 0  0.3427 7.2263 33.0815
0 1 0 0 0 1 1 1 1 0 1 0 1 0 0  0.2403 4.1686 29.7039
1 1 1 1 1 0 0 0 1 0 1 1 1 1 0  0.2689 5.4434 34.3517
0 0 0 1 0 1 1 0 0 1 1 1 0 1 0  0.5628 9.9256 30.4916
1 0 1 0 1 0 0 0 0 1 1 1 1 1 1  0.3941 8.2573 32.3312
1 0 1 1 1 1 0 1 0 0 0 1 1 1 0  0.2920 7.9775 46.5438
0 1 1 0 1 1 1 0 0 0 1 1 1 0 0  0.2923 6.4522 36.6565
0 0 1 1 1 0 0 1 0 0 1 1 0 1 1  0.3430 6.4781 31.0374
0 1 1 0 0 0 0 0 1 1 0 1 0 1 0  0.4287 5.5171 20.7251
1 1 1 1 0 1 0 1 0 1 1 0 1 1 1  0.3150 13.8247 69.8910
0 1 1 1 0 0 1 1 1 1 0 1 1 0 1  0.3630 17.9738 76.3130
0 0 1 1 1 0 0 0 1 0 1 1 0 0 0  0.6430 6.3714 16.8261
1 0 1 1 0 0 0 1 1 1 1 1 1 0 0  0.3354 7.7861 37.4111
0 0 0 1 0 0 0 0 0 1 0 1 1 0 1  0.4565 5.5853 18.3505
0 1 0 0 0 1 1 1 0 1 0 1 0 1 0  0.2618 4.5699 28.9637
1 0 1 1 1 1 0 0 0 0 1 0 0 1 0  0.3807 6.8368 28.2309
